010001000101010101:[authentication username=010001000101010101 password=010001000101010101]
010003000706010101:[authentication username=010003000706010101 password=010003000706010101]
010003000707010101:[authentication username=010003000707010101 password=010003000707010101]
010003000708010101:[authentication username=010003000708010101 password=010003000708010101]
010003000709010101:[authentication username=010003000709010101 password=010003000709010101]
010003000710010101:[authentication username=010003000710010101 password=010003000710010101]
010003000801010101:[authentication username=010003000801010101 password=010003000801010101]
010003000802010101:[authentication username=010003000802010101 password=010003000802010101]
010003000803010101:[authentication username=010003000803010101 password=010003000803010101]
010003000804010101:[authentication username=010003000804010101 password=010003000804010101]
010003000805010101:[authentication username=010003000805010101 password=010003000805010101]
010003000806010101:[authentication username=010003000806010101 password=010003000806010101]
010003000807010101:[authentication username=010003000807010101 password=010003000807010101]
010003000808010101:[authentication username=010003000808010101 password=010003000808010101]
010003000809010101:[authentication username=010003000809010101 password=010003000809010101]
010003000810010101:[authentication username=010003000810010101 password=010003000810010101]
010003000901010101:[authentication username=010003000901010101 password=010003000901010101]
010003000902010101:[authentication username=010003000902010101 password=010003000902010101]
010003000903010101:[authentication username=010003000903010101 password=010003000903010101]
010003000904010101:[authentication username=010003000904010101 password=010003000904010101]
010003000905010101:[authentication username=010003000905010101 password=010003000905010101]
010003000906010101:[authentication username=010003000906010101 password=010003000906010101]
010003000907010101:[authentication username=010003000907010101 password=010003000907010101]
010003000908010101:[authentication username=010003000908010101 password=010003000908010101]
010003000909010101:[authentication username=010003000909010101 password=010003000909010101]
010003000910010101:[authentication username=010003000910010101 password=010003000910010101]
010003001001010101:[authentication username=010003001001010101 password=010003001001010101]
010003001002010101:[authentication username=010003001002010101 password=010003001002010101]
010003001003010101:[authentication username=010003001003010101 password=010003001003010101]
010003001004010101:[authentication username=010003001004010101 password=010003001004010101]
010003001005010101:[authentication username=010003001005010101 password=010003001005010101]
010003001006010101:[authentication username=010003001006010101 password=010003001006010101]
010003001007010101:[authentication username=010003001007010101 password=010003001007010101]
010003001008010101:[authentication username=010003001008010101 password=010003001008010101]
010003001009010101:[authentication username=010003001009010101 password=010003001009010101]
010003001010010101:[authentication username=010003001010010101 password=010003001010010101]
010003001101010101:[authentication username=010003001101010101 password=010003001101010101]
010003001102010101:[authentication username=010003001102010101 password=010003001102010101]
010003001103010101:[authentication username=010003001103010101 password=010003001103010101]
010003001104010101:[authentication username=010003001104010101 password=010003001104010101]
010003001105010101:[authentication username=010003001105010101 password=010003001105010101]
010003001106010101:[authentication username=010003001106010101 password=010003001106010101]
010003001107010101:[authentication username=010003001107010101 password=010003001107010101]
010003001108010101:[authentication username=010003001108010101 password=010003001108010101]
010003001109010101:[authentication username=010003001109010101 password=010003001109010101]
010003001110010101:[authentication username=010003001110010101 password=010003001110010101]
010003001201010101:[authentication username=010003001201010101 password=010003001201010101]
010003001202010101:[authentication username=010003001202010101 password=010003001202010101]
010003001203010101:[authentication username=010003001203010101 password=010003001203010101]
010003001204010101:[authentication username=010003001204010101 password=010003001204010101]
010003001205010101:[authentication username=010003001205010101 password=010003001205010101]
010003001206010101:[authentication username=010003001206010101 password=010003001206010101]
010003001207010101:[authentication username=010003001207010101 password=010003001207010101]
010003001208010101:[authentication username=010003001208010101 password=010003001208010101]
010003001209010101:[authentication username=010003001209010101 password=010003001209010101]
010003001210010101:[authentication username=010003001210010101 password=010003001210010101]
010003001301010101:[authentication username=010003001301010101 password=010003001301010101]
010003001302010101:[authentication username=010003001302010101 password=010003001302010101]
010003001303010101:[authentication username=010003001303010101 password=010003001303010101]
010003001304010101:[authentication username=010003001304010101 password=010003001304010101]
010003001305010101:[authentication username=010003001305010101 password=010003001305010101]
010003001306010101:[authentication username=010003001306010101 password=010003001306010101]
010003001307010101:[authentication username=010003001307010101 password=010003001307010101]
010003001308010101:[authentication username=010003001308010101 password=010003001308010101]
010003001309010101:[authentication username=010003001309010101 password=010003001309010101]
010003001310010101:[authentication username=010003001310010101 password=010003001310010101]
010003001401010101:[authentication username=010003001401010101 password=010003001401010101]
010003001402010101:[authentication username=010003001402010101 password=010003001402010101]
010003001403010101:[authentication username=010003001403010101 password=010003001403010101]
010003001404010101:[authentication username=010003001404010101 password=010003001404010101]
010003001405010101:[authentication username=010003001405010101 password=010003001405010101]
010003001406010101:[authentication username=010003001406010101 password=010003001406010101]
010003001407010101:[authentication username=010003001407010101 password=010003001407010101]
010003001408010101:[authentication username=010003001408010101 password=010003001408010101]
010003001409010101:[authentication username=010003001409010101 password=010003001409010101]
010003001410010101:[authentication username=010003001410010101 password=010003001410010101]
010003001501010101:[authentication username=010003001501010101 password=010003001501010101]
010003001502010101:[authentication username=010003001502010101 password=010003001502010101]
010003001503010101:[authentication username=010003001503010101 password=010003001503010101]
010003001504010101:[authentication username=010003001504010101 password=010003001504010101]
010003001505010101:[authentication username=010003001505010101 password=010003001505010101]
010003001506010101:[authentication username=010003001506010101 password=010003001506010101]
010003001507010101:[authentication username=010003001507010101 password=010003001507010101]
010003001508010101:[authentication username=010003001508010101 password=010003001508010101]
010003001509010101:[authentication username=010003001509010101 password=010003001509010101]
010003001510010101:[authentication username=010003001510010101 password=010003001510010101]
010003001601010101:[authentication username=010003001601010101 password=010003001601010101]
010003001602010101:[authentication username=010003001602010101 password=010003001602010101]
010003001603010101:[authentication username=010003001603010101 password=010003001603010101]
010003001604010101:[authentication username=010003001604010101 password=010003001604010101]
010003001605010101:[authentication username=010003001605010101 password=010003001605010101]
010003001606010101:[authentication username=010003001606010101 password=010003001606010101]
010003001607010101:[authentication username=010003001607010101 password=010003001607010101]
010003001608010101:[authentication username=010003001608010101 password=010003001608010101]
010003001609010101:[authentication username=010003001609010101 password=010003001609010101]
010003001610010101:[authentication username=010003001610010101 password=010003001610010101]
010003001701010101:[authentication username=010003001701010101 password=010003001701010101]
010003001702010101:[authentication username=010003001702010101 password=010003001702010101]
010003001703010101:[authentication username=010003001703010101 password=010003001703010101]
010003001704010101:[authentication username=010003001704010101 password=010003001704010101]
010003001705010101:[authentication username=010003001705010101 password=010003001705010101]
010003001706010101:[authentication username=010003001706010101 password=010003001706010101]
010003001707010101:[authentication username=010003001707010101 password=010003001707010101]
010003001708010101:[authentication username=010003001708010101 password=010003001708010101]
010003001709010101:[authentication username=010003001709010101 password=010003001709010101]
010003001710010101:[authentication username=010003001710010101 password=010003001710010101]
010003001801010101:[authentication username=010003001801010101 password=010003001801010101]
010003001802010101:[authentication username=010003001802010101 password=010003001802010101]
010003001803010101:[authentication username=010003001803010101 password=010003001803010101]
010003001804010101:[authentication username=010003001804010101 password=010003001804010101]
010003001805010101:[authentication username=010003001805010101 password=010003001805010101]
010003001806010101:[authentication username=010003001806010101 password=010003001806010101]
010003001807010101:[authentication username=010003001807010101 password=010003001807010101]
010003001808010101:[authentication username=010003001808010101 password=010003001808010101]
010003001809010101:[authentication username=010003001809010101 password=010003001809010101]
010003001810010101:[authentication username=010003001810010101 password=010003001810010101]
010003001901010101:[authentication username=010003001901010101 password=010003001901010101]
010003001902010101:[authentication username=010003001902010101 password=010003001902010101]
010003001903010101:[authentication username=010003001903010101 password=010003001903010101]
010003001904010101:[authentication username=010003001904010101 password=010003001904010101]
010003001905010101:[authentication username=010003001905010101 password=010003001905010101]
010003001906010101:[authentication username=010003001906010101 password=010003001906010101]
010003001907010101:[authentication username=010003001907010101 password=010003001907010101]
010003001908010101:[authentication username=010003001908010101 password=010003001908010101]
010003001909010101:[authentication username=010003001909010101 password=010003001909010101]
010003001910010101:[authentication username=010003001910010101 password=010003001910010101]
010003002001010101:[authentication username=010003002001010101 password=010003002001010101]
010003002002010101:[authentication username=010003002002010101 password=010003002002010101]
010003002003010101:[authentication username=010003002003010101 password=010003002003010101]
010003002004010101:[authentication username=010003002004010101 password=010003002004010101]
010003002005010101:[authentication username=010003002005010101 password=010003002005010101]
010003002006010101:[authentication username=010003002006010101 password=010003002006010101]
010003002007010101:[authentication username=010003002007010101 password=010003002007010101]
010003002008010101:[authentication username=010003002008010101 password=010003002008010101]
010003002009010101:[authentication username=010003002009010101 password=010003002009010101]
010003002010010101:[authentication username=010003002010010101 password=010003002010010101]
010004000101010101:[authentication username=010004000101010101 password=010004000101010101]
010004000102010101:[authentication username=010004000102010101 password=010004000102010101]
010004000103010101:[authentication username=010004000103010101 password=010004000103010101]
010004000104010101:[authentication username=010004000104010101 password=010004000104010101]
010004000105010101:[authentication username=010004000105010101 password=010004000105010101]
010004000106010101:[authentication username=010004000106010101 password=010004000106010101]
010004000107010101:[authentication username=010004000107010101 password=010004000107010101]
010004000108010101:[authentication username=010004000108010101 password=010004000108010101]
010004000109010101:[authentication username=010004000109010101 password=010004000109010101]
010004000110010101:[authentication username=010004000110010101 password=010004000110010101]
010004000201010101:[authentication username=010004000201010101 password=010004000201010101]
010004000202010101:[authentication username=010004000202010101 password=010004000202010101]
010004000203010101:[authentication username=010004000203010101 password=010004000203010101]
010004000204010101:[authentication username=010004000204010101 password=010004000204010101]
010004000205010101:[authentication username=010004000205010101 password=010004000205010101]
010004000206010101:[authentication username=010004000206010101 password=010004000206010101]
010004000207010101:[authentication username=010004000207010101 password=010004000207010101]
010004000208010101:[authentication username=010004000208010101 password=010004000208010101]
010004000209010101:[authentication username=010004000209010101 password=010004000209010101]
010004000210010101:[authentication username=010004000210010101 password=010004000210010101]
010004000301010101:[authentication username=010004000301010101 password=010004000301010101]
010004000302010101:[authentication username=010004000302010101 password=010004000302010101]
010004000303010101:[authentication username=010004000303010101 password=010004000303010101]
010004000304010101:[authentication username=010004000304010101 password=010004000304010101]
010004000305010101:[authentication username=010004000305010101 password=010004000305010101]
010004000306010101:[authentication username=010004000306010101 password=010004000306010101]
010004000307010101:[authentication username=010004000307010101 password=010004000307010101]
010004000308010101:[authentication username=010004000308010101 password=010004000308010101]
010004000309010101:[authentication username=010004000309010101 password=010004000309010101]
010004000310010101:[authentication username=010004000310010101 password=010004000310010101]
010004000401010101:[authentication username=010004000401010101 password=010004000401010101]
010004000402010101:[authentication username=010004000402010101 password=010004000402010101]
010004000403010101:[authentication username=010004000403010101 password=010004000403010101]
010004000404010101:[authentication username=010004000404010101 password=010004000404010101]
010004000405010101:[authentication username=010004000405010101 password=010004000405010101]
010004000406010101:[authentication username=010004000406010101 password=010004000406010101]
010004000407010101:[authentication username=010004000407010101 password=010004000407010101]
010004000408010101:[authentication username=010004000408010101 password=010004000408010101]
010004000409010101:[authentication username=010004000409010101 password=010004000409010101]
010004000410010101:[authentication username=010004000410010101 password=010004000410010101]
010004000501010101:[authentication username=010004000501010101 password=010004000501010101]
010004000502010101:[authentication username=010004000502010101 password=010004000502010101]
010004000503010101:[authentication username=010004000503010101 password=010004000503010101]
010004000504010101:[authentication username=010004000504010101 password=010004000504010101]
010004000505010101:[authentication username=010004000505010101 password=010004000505010101]
010004000506010101:[authentication username=010004000506010101 password=010004000506010101]
010004000507010101:[authentication username=010004000507010101 password=010004000507010101]
010004000508010101:[authentication username=010004000508010101 password=010004000508010101]
010004000509010101:[authentication username=010004000509010101 password=010004000509010101]
010004000510010101:[authentication username=010004000510010101 password=010004000510010101]
010004000601010101:[authentication username=010004000601010101 password=010004000601010101]
010004000602010101:[authentication username=010004000602010101 password=010004000602010101]
010004000603010101:[authentication username=010004000603010101 password=010004000603010101]
010004000604010101:[authentication username=010004000604010101 password=010004000604010101]
010004000605010101:[authentication username=010004000605010101 password=010004000605010101]
010004000606010101:[authentication username=010004000606010101 password=010004000606010101]
010004000607010101:[authentication username=010004000607010101 password=010004000607010101]
010004000608010101:[authentication username=010004000608010101 password=010004000608010101]
010004000609010101:[authentication username=010004000609010101 password=010004000609010101]
010004000610010101:[authentication username=010004000610010101 password=010004000610010101]
010004000701010101:[authentication username=010004000701010101 password=010004000701010101]
010004000702010101:[authentication username=010004000702010101 password=010004000702010101]
010004000703010101:[authentication username=010004000703010101 password=010004000703010101]
010004000704010101:[authentication username=010004000704010101 password=010004000704010101]
010004000705010101:[authentication username=010004000705010101 password=010004000705010101]
010004000706010101:[authentication username=010004000706010101 password=010004000706010101]
010004000707010101:[authentication username=010004000707010101 password=010004000707010101]
010004000708010101:[authentication username=010004000708010101 password=010004000708010101]
010004000709010101:[authentication username=010004000709010101 password=010004000709010101]
010004000710010101:[authentication username=010004000710010101 password=010004000710010101]
010004000801010101:[authentication username=010004000801010101 password=010004000801010101]
010004000802010101:[authentication username=010004000802010101 password=010004000802010101]
010004000803010101:[authentication username=010004000803010101 password=010004000803010101]
010004000804010101:[authentication username=010004000804010101 password=010004000804010101]
010004000805010101:[authentication username=010004000805010101 password=010004000805010101]
010004000806010101:[authentication username=010004000806010101 password=010004000806010101]
010004000807010101:[authentication username=010004000807010101 password=010004000807010101]
010004000808010101:[authentication username=010004000808010101 password=010004000808010101]
010004000809010101:[authentication username=010004000809010101 password=010004000809010101]
010004000810010101:[authentication username=010004000810010101 password=010004000810010101]
010004000901010101:[authentication username=010004000901010101 password=010004000901010101]
010004000902010101:[authentication username=010004000902010101 password=010004000902010101]
010004000903010101:[authentication username=010004000903010101 password=010004000903010101]
010004000904010101:[authentication username=010004000904010101 password=010004000904010101]
010004000905010101:[authentication username=010004000905010101 password=010004000905010101]
010004000906010101:[authentication username=010004000906010101 password=010004000906010101]
010004000907010101:[authentication username=010004000907010101 password=010004000907010101]
010004000908010101:[authentication username=010004000908010101 password=010004000908010101]
010004000909010101:[authentication username=010004000909010101 password=010004000909010101]
010004000910010101:[authentication username=010004000910010101 password=010004000910010101]
010004001001010101:[authentication username=010004001001010101 password=010004001001010101]
010004001002010101:[authentication username=010004001002010101 password=010004001002010101]
010004001003010101:[authentication username=010004001003010101 password=010004001003010101]
010004001004010101:[authentication username=010004001004010101 password=010004001004010101]
010004001005010101:[authentication username=010004001005010101 password=010004001005010101]
010004001006010101:[authentication username=010004001006010101 password=010004001006010101]
010004001007010101:[authentication username=010004001007010101 password=010004001007010101]
010004001008010101:[authentication username=010004001008010101 password=010004001008010101]
010004001009010101:[authentication username=010004001009010101 password=010004001009010101]
010004001010010101:[authentication username=010004001010010101 password=010004001010010101]
010004001101010101:[authentication username=010004001101010101 password=010004001101010101]
010004001102010101:[authentication username=010004001102010101 password=010004001102010101]
010004001103010101:[authentication username=010004001103010101 password=010004001103010101]
010004001104010101:[authentication username=010004001104010101 password=010004001104010101]
010004001105010101:[authentication username=010004001105010101 password=010004001105010101]
010004001106010101:[authentication username=010004001106010101 password=010004001106010101]
010004001107010101:[authentication username=010004001107010101 password=010004001107010101]
010004001108010101:[authentication username=010004001108010101 password=010004001108010101]
010004001109010101:[authentication username=010004001109010101 password=010004001109010101]
010004001110010101:[authentication username=010004001110010101 password=010004001110010101]
010004001201010101:[authentication username=010004001201010101 password=010004001201010101]
010004001202010101:[authentication username=010004001202010101 password=010004001202010101]
010004001203010101:[authentication username=010004001203010101 password=010004001203010101]
010004001204010101:[authentication username=010004001204010101 password=010004001204010101]
010004001205010101:[authentication username=010004001205010101 password=010004001205010101]
010004001206010101:[authentication username=010004001206010101 password=010004001206010101]
010004001207010101:[authentication username=010004001207010101 password=010004001207010101]
010004001208010101:[authentication username=010004001208010101 password=010004001208010101]
010004001209010101:[authentication username=010004001209010101 password=010004001209010101]
010004001210010101:[authentication username=010004001210010101 password=010004001210010101]
010004001301010101:[authentication username=010004001301010101 password=010004001301010101]
010004001302010101:[authentication username=010004001302010101 password=010004001302010101]
010004001303010101:[authentication username=010004001303010101 password=010004001303010101]
010004001304010101:[authentication username=010004001304010101 password=010004001304010101]
010004001305010101:[authentication username=010004001305010101 password=010004001305010101]
010004001306010101:[authentication username=010004001306010101 password=010004001306010101]
010004001307010101:[authentication username=010004001307010101 password=010004001307010101]
010004001308010101:[authentication username=010004001308010101 password=010004001308010101]
010004001309010101:[authentication username=010004001309010101 password=010004001309010101]
010004001310010101:[authentication username=010004001310010101 password=010004001310010101]
010004001401010101:[authentication username=010004001401010101 password=010004001401010101]
010004001402010101:[authentication username=010004001402010101 password=010004001402010101]
010004001403010101:[authentication username=010004001403010101 password=010004001403010101]
010004001404010101:[authentication username=010004001404010101 password=010004001404010101]
010004001405010101:[authentication username=010004001405010101 password=010004001405010101]
010004001406010101:[authentication username=010004001406010101 password=010004001406010101]
010004001407010101:[authentication username=010004001407010101 password=010004001407010101]
010004001408010101:[authentication username=010004001408010101 password=010004001408010101]
010004001409010101:[authentication username=010004001409010101 password=010004001409010101]
010004001410010101:[authentication username=010004001410010101 password=010004001410010101]
010004001501010101:[authentication username=010004001501010101 password=010004001501010101]
010004001502010101:[authentication username=010004001502010101 password=010004001502010101]
010004001503010101:[authentication username=010004001503010101 password=010004001503010101]
010004001504010101:[authentication username=010004001504010101 password=010004001504010101]
010004001505010101:[authentication username=010004001505010101 password=010004001505010101]
010004001506010101:[authentication username=010004001506010101 password=010004001506010101]
010004001507010101:[authentication username=010004001507010101 password=010004001507010101]
010004001508010101:[authentication username=010004001508010101 password=010004001508010101]
010004001509010101:[authentication username=010004001509010101 password=010004001509010101]
010004001510010101:[authentication username=010004001510010101 password=010004001510010101]
010004001601010101:[authentication username=010004001601010101 password=010004001601010101]
010004001602010101:[authentication username=010004001602010101 password=010004001602010101]
010004001603010101:[authentication username=010004001603010101 password=010004001603010101]
010004001604010101:[authentication username=010004001604010101 password=010004001604010101]
010004001605010101:[authentication username=010004001605010101 password=010004001605010101]
010004001606010101:[authentication username=010004001606010101 password=010004001606010101]
010004001607010101:[authentication username=010004001607010101 password=010004001607010101]
010004001608010101:[authentication username=010004001608010101 password=010004001608010101]
010004001609010101:[authentication username=010004001609010101 password=010004001609010101]
010004001610010101:[authentication username=010004001610010101 password=010004001610010101]
010004001701010101:[authentication username=010004001701010101 password=010004001701010101]
010004001702010101:[authentication username=010004001702010101 password=010004001702010101]
010004001703010101:[authentication username=010004001703010101 password=010004001703010101]
010004001704010101:[authentication username=010004001704010101 password=010004001704010101]
010004001705010101:[authentication username=010004001705010101 password=010004001705010101]
010004001706010101:[authentication username=010004001706010101 password=010004001706010101]
010004001707010101:[authentication username=010004001707010101 password=010004001707010101]
010004001708010101:[authentication username=010004001708010101 password=010004001708010101]
010004001709010101:[authentication username=010004001709010101 password=010004001709010101]
010004001710010101:[authentication username=010004001710010101 password=010004001710010101]
010004001801010101:[authentication username=010004001801010101 password=010004001801010101]
010004001802010101:[authentication username=010004001802010101 password=010004001802010101]
010004001803010101:[authentication username=010004001803010101 password=010004001803010101]
010004001804010101:[authentication username=010004001804010101 password=010004001804010101]
010004001805010101:[authentication username=010004001805010101 password=010004001805010101]
010004001806010101:[authentication username=010004001806010101 password=010004001806010101]
010004001807010101:[authentication username=010004001807010101 password=010004001807010101]
010004001808010101:[authentication username=010004001808010101 password=010004001808010101]
010004001809010101:[authentication username=010004001809010101 password=010004001809010101]
010004001810010101:[authentication username=010004001810010101 password=010004001810010101]
010004001901010101:[authentication username=010004001901010101 password=010004001901010101]
010004001902010101:[authentication username=010004001902010101 password=010004001902010101]
010004001903010101:[authentication username=010004001903010101 password=010004001903010101]
010004001904010101:[authentication username=010004001904010101 password=010004001904010101]
010004001905010101:[authentication username=010004001905010101 password=010004001905010101]
010004001906010101:[authentication username=010004001906010101 password=010004001906010101]
010004001907010101:[authentication username=010004001907010101 password=010004001907010101]
010004001908010101:[authentication username=010004001908010101 password=010004001908010101]
010004001909010101:[authentication username=010004001909010101 password=010004001909010101]
010004001910010101:[authentication username=010004001910010101 password=010004001910010101]
010004002001010101:[authentication username=010004002001010101 password=010004002001010101]
010004002002010101:[authentication username=010004002002010101 password=010004002002010101]
010004002003010101:[authentication username=010004002003010101 password=010004002003010101]
010004002004010101:[authentication username=010004002004010101 password=010004002004010101]
010004002005010101:[authentication username=010004002005010101 password=010004002005010101]
010004002006010101:[authentication username=010004002006010101 password=010004002006010101]
010004002007010101:[authentication username=010004002007010101 password=010004002007010101]
010004002008010101:[authentication username=010004002008010101 password=010004002008010101]
010004002009010101:[authentication username=010004002009010101 password=010004002009010101]
010004002010010101:[authentication username=010004002010010101 password=010004002010010101]
010005000101010101:[authentication username=010005000101010101 password=010005000101010101]
010005000102010101:[authentication username=010005000102010101 password=010005000102010101]
010005000103010101:[authentication username=010005000103010101 password=010005000103010101]
010005000104010101:[authentication username=010005000104010101 password=010005000104010101]
010005000105010101:[authentication username=010005000105010101 password=010005000105010101]
010005000106010101:[authentication username=010005000106010101 password=010005000106010101]
010005000107010101:[authentication username=010005000107010101 password=010005000107010101]
010005000108010101:[authentication username=010005000108010101 password=010005000108010101]
010005000109010101:[authentication username=010005000109010101 password=010005000109010101]
010005000110010101:[authentication username=010005000110010101 password=010005000110010101]
010005000201010101:[authentication username=010005000201010101 password=010005000201010101]
010005000202010101:[authentication username=010005000202010101 password=010005000202010101]
010005000203010101:[authentication username=010005000203010101 password=010005000203010101]
010005000204010101:[authentication username=010005000204010101 password=010005000204010101]
010005000205010101:[authentication username=010005000205010101 password=010005000205010101]
010005000206010101:[authentication username=010005000206010101 password=010005000206010101]
010005000207010101:[authentication username=010005000207010101 password=010005000207010101]
010005000208010101:[authentication username=010005000208010101 password=010005000208010101]
010005000209010101:[authentication username=010005000209010101 password=010005000209010101]
010005000210010101:[authentication username=010005000210010101 password=010005000210010101]
010005000301010101:[authentication username=010005000301010101 password=010005000301010101]
010005000302010101:[authentication username=010005000302010101 password=010005000302010101]
010005000303010101:[authentication username=010005000303010101 password=010005000303010101]
010005000304010101:[authentication username=010005000304010101 password=010005000304010101]
010005000305010101:[authentication username=010005000305010101 password=010005000305010101]
010005000306010101:[authentication username=010005000306010101 password=010005000306010101]
010005000307010101:[authentication username=010005000307010101 password=010005000307010101]
010005000308010101:[authentication username=010005000308010101 password=010005000308010101]
010005000309010101:[authentication username=010005000309010101 password=010005000309010101]
010005000310010101:[authentication username=010005000310010101 password=010005000310010101]
010005000401010101:[authentication username=010005000401010101 password=010005000401010101]
010005000402010101:[authentication username=010005000402010101 password=010005000402010101]
010005000403010101:[authentication username=010005000403010101 password=010005000403010101]
010005000404010101:[authentication username=010005000404010101 password=010005000404010101]
010005000405010101:[authentication username=010005000405010101 password=010005000405010101]
010005000406010101:[authentication username=010005000406010101 password=010005000406010101]
010005000407010101:[authentication username=010005000407010101 password=010005000407010101]
010005000408010101:[authentication username=010005000408010101 password=010005000408010101]
010005000409010101:[authentication username=010005000409010101 password=010005000409010101]
010005000410010101:[authentication username=010005000410010101 password=010005000410010101]
010005000501010101:[authentication username=010005000501010101 password=010005000501010101]
010005000502010101:[authentication username=010005000502010101 password=010005000502010101]
010005000503010101:[authentication username=010005000503010101 password=010005000503010101]
010005000504010101:[authentication username=010005000504010101 password=010005000504010101]
010005000505010101:[authentication username=010005000505010101 password=010005000505010101]
010005000506010101:[authentication username=010005000506010101 password=010005000506010101]
010005000507010101:[authentication username=010005000507010101 password=010005000507010101]
010005000508010101:[authentication username=010005000508010101 password=010005000508010101]
010005000509010101:[authentication username=010005000509010101 password=010005000509010101]
010005000510010101:[authentication username=010005000510010101 password=010005000510010101]
010005000601010101:[authentication username=010005000601010101 password=010005000601010101]
010005000602010101:[authentication username=010005000602010101 password=010005000602010101]
010005000603010101:[authentication username=010005000603010101 password=010005000603010101]
010005000604010101:[authentication username=010005000604010101 password=010005000604010101]
010005000605010101:[authentication username=010005000605010101 password=010005000605010101]
010005000606010101:[authentication username=010005000606010101 password=010005000606010101]
010005000607010101:[authentication username=010005000607010101 password=010005000607010101]
010005000608010101:[authentication username=010005000608010101 password=010005000608010101]
010005000609010101:[authentication username=010005000609010101 password=010005000609010101]
010005000610010101:[authentication username=010005000610010101 password=010005000610010101]
010005000701010101:[authentication username=010005000701010101 password=010005000701010101]
010005000702010101:[authentication username=010005000702010101 password=010005000702010101]
010005000703010101:[authentication username=010005000703010101 password=010005000703010101]
010005000704010101:[authentication username=010005000704010101 password=010005000704010101]
010005000705010101:[authentication username=010005000705010101 password=010005000705010101]
010005000706010101:[authentication username=010005000706010101 password=010005000706010101]
010005000707010101:[authentication username=010005000707010101 password=010005000707010101]
010005000708010101:[authentication username=010005000708010101 password=010005000708010101]
010005000709010101:[authentication username=010005000709010101 password=010005000709010101]
010005000710010101:[authentication username=010005000710010101 password=010005000710010101]
010005000801010101:[authentication username=010005000801010101 password=010005000801010101]
010005000802010101:[authentication username=010005000802010101 password=010005000802010101]
010005000803010101:[authentication username=010005000803010101 password=010005000803010101]
010005000804010101:[authentication username=010005000804010101 password=010005000804010101]
010005000805010101:[authentication username=010005000805010101 password=010005000805010101]
010005000806010101:[authentication username=010005000806010101 password=010005000806010101]
010005000807010101:[authentication username=010005000807010101 password=010005000807010101]
010005000808010101:[authentication username=010005000808010101 password=010005000808010101]
010005000809010101:[authentication username=010005000809010101 password=010005000809010101]
010005000810010101:[authentication username=010005000810010101 password=010005000810010101]
010005000901010101:[authentication username=010005000901010101 password=010005000901010101]
010005000902010101:[authentication username=010005000902010101 password=010005000902010101]
010005000903010101:[authentication username=010005000903010101 password=010005000903010101]
010005000904010101:[authentication username=010005000904010101 password=010005000904010101]
010005000905010101:[authentication username=010005000905010101 password=010005000905010101]
010005000906010101:[authentication username=010005000906010101 password=010005000906010101]
010005000907010101:[authentication username=010005000907010101 password=010005000907010101]
010005000908010101:[authentication username=010005000908010101 password=010005000908010101]
010005000909010101:[authentication username=010005000909010101 password=010005000909010101]
010005000910010101:[authentication username=010005000910010101 password=010005000910010101]
010005001001010101:[authentication username=010005001001010101 password=010005001001010101]
010005001002010101:[authentication username=010005001002010101 password=010005001002010101]
010005001003010101:[authentication username=010005001003010101 password=010005001003010101]
010005001004010101:[authentication username=010005001004010101 password=010005001004010101]
010005001005010101:[authentication username=010005001005010101 password=010005001005010101]
010005001006010101:[authentication username=010005001006010101 password=010005001006010101]
010005001007010101:[authentication username=010005001007010101 password=010005001007010101]
010005001008010101:[authentication username=010005001008010101 password=010005001008010101]
010005001009010101:[authentication username=010005001009010101 password=010005001009010101]
010005001010010101:[authentication username=010005001010010101 password=010005001010010101]
010005001101010101:[authentication username=010005001101010101 password=010005001101010101]
010005001102010101:[authentication username=010005001102010101 password=010005001102010101]
010005001103010101:[authentication username=010005001103010101 password=010005001103010101]
010005001104010101:[authentication username=010005001104010101 password=010005001104010101]
010005001105010101:[authentication username=010005001105010101 password=010005001105010101]
010005001106010101:[authentication username=010005001106010101 password=010005001106010101]
010005001107010101:[authentication username=010005001107010101 password=010005001107010101]
010005001108010101:[authentication username=010005001108010101 password=010005001108010101]
010005001109010101:[authentication username=010005001109010101 password=010005001109010101]
010005001110010101:[authentication username=010005001110010101 password=010005001110010101]
010005001201010101:[authentication username=010005001201010101 password=010005001201010101]
010005001202010101:[authentication username=010005001202010101 password=010005001202010101]
010005001203010101:[authentication username=010005001203010101 password=010005001203010101]
010005001204010101:[authentication username=010005001204010101 password=010005001204010101]
010005001205010101:[authentication username=010005001205010101 password=010005001205010101]
010005001206010101:[authentication username=010005001206010101 password=010005001206010101]
010005001207010101:[authentication username=010005001207010101 password=010005001207010101]
010005001208010101:[authentication username=010005001208010101 password=010005001208010101]
010005001209010101:[authentication username=010005001209010101 password=010005001209010101]
010005001210010101:[authentication username=010005001210010101 password=010005001210010101]
010005001301010101:[authentication username=010005001301010101 password=010005001301010101]
010005001302010101:[authentication username=010005001302010101 password=010005001302010101]
010005001303010101:[authentication username=010005001303010101 password=010005001303010101]
010005001304010101:[authentication username=010005001304010101 password=010005001304010101]
010005001305010101:[authentication username=010005001305010101 password=010005001305010101]
010005001306010101:[authentication username=010005001306010101 password=010005001306010101]
010005001307010101:[authentication username=010005001307010101 password=010005001307010101]
010005001308010101:[authentication username=010005001308010101 password=010005001308010101]
010005001309010101:[authentication username=010005001309010101 password=010005001309010101]
010005001310010101:[authentication username=010005001310010101 password=010005001310010101]
